店铺id,店铺名,评论总数,人均价格,标签1,标签2,详情链接,图片链接,店铺总分
G7B5D3VmWdDo8KLR,BegL 贝果餐厅(西岸梦中心店),925条评价,￥59,西餐,龙华/西岸,https://www.dianping.com/shop/G7B5D3VmWdDo8KLR,https://img.meituan.net/content/87739567cb9c1f503f30826dfd140f1885215.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5
l9aYR9CXB9StYSwu,Shake Shack(虹桥机场店),5612条评价,￥59,西式快餐,虹桥火车站/机场,https://www.dianping.com/shop/l9aYR9CXB9StYSwu,https://img.meituan.net/content/dd73b25f59e728288fc3e332036f3147184482.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
G7a81uVM6soEbn1w,Shake Shack(环贸iapm店),3357条评价,￥73,西式快餐,淮海路,https://www.dianping.com/shop/G7a81uVM6soEbn1w,https://img.meituan.net/content/dd73b25f59e728288fc3e332036f3147184482.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
GaKITIhty8L470eh,满巍明生炸鸡架(金地广场店),238条评价,￥24,小吃快餐,美兰湖,https://www.dianping.com/shop/GaKITIhty8L470eh,https://p0.meituan.net/biztone/aee05ee70cc42a3a96257ce7e7fe3447942676.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5
k197FvcgkXPlgTWQ,满巍明生炸鸡架(金山万达店),169条评价,￥26,小吃快餐,金山万达,https://www.dianping.com/shop/k197FvcgkXPlgTWQ,https://p0.meituan.net/biztone/aee05ee70cc42a3a96257ce7e7fe3447942676.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
l9fD8KwOR9BeNPC0,大森の大众食堂(隆德丰汗麦中心店),717条评价,￥99,日本料理,北蔡,https://www.dianping.com/shop/l9fD8KwOR9BeNPC0,https://img.meituan.net/content/c4254cb7f611784735ea4321830cc25a89229.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,5.0
H5hyrDnXaLBP7ZOe,捌店·韩式锅物料理(嘉定店),874条评价,￥80,韩国料理,嘉定镇,https://www.dianping.com/shop/H5hyrDnXaLBP7ZOe,http://p0.meituan.net/merchant/cbae0a1d7677f80d1bfa7a4afe32d6eb688954.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5
l4NOjbomSUMso8qF,哥哥の深夜食堂(叁宸里店),1510条评价,￥98,日本料理,北蔡,https://www.dianping.com/shop/l4NOjbomSUMso8qF,http://p1.meituan.net/merchant/c5e1507e5e1b740424bb319cd2e2d531190280.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,5.0
H27yJNdLcszp3CjE,Kyochon1991校村炸鸡(东育路店),521条评价,￥56,炸鸡炸串,前滩,https://www.dianping.com/shop/H27yJNdLcszp3CjE,https://img.meituan.net/content/d9f42cf516eeeeac4bdbfa5f0f99c290150072.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5
H5Q41JxGxYCNh3KR,大食代美食广场(前滩太古里店),1183条评价,￥41,快餐简餐,前滩,https://www.dianping.com/shop/H5Q41JxGxYCNh3KR,https://p0.meituan.net/biztone/10699800aafce7c6a2b011fe179c7ec1216619.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
H1mHnOV0Bq4o6NI9,哥哥の深夜食堂(环球港店),429条评价,￥94,日本料理,月星环球港,https://www.dianping.com/shop/H1mHnOV0Bq4o6NI9,https://p0.meituan.net/biztone/f6260604add256ce2f0c062e8563cc1b84965.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5
l8nhORbCpZ7t04wE,Westworld济州半岛,2510条评价,￥150,韩国料理,惠南镇,https://www.dianping.com/shop/l8nhORbCpZ7t04wE,http://p0.meituan.net/biztone/515311049_1686848563303.jpeg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5
E7rrQDWSTLqfHjzY,Chili's Cafe&Bar 奇利斯(鸿寿坊店),2552条评价,￥121,西餐,长寿路,https://www.dianping.com/shop/E7rrQDWSTLqfHjzY,https://img.meituan.net/content/609df258a7bfae6393d7ae1a340a4a70105431.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5
H9TcZf3bRsLSoRi1,TOGO TACO(大学路店),3343条评价,￥71,西餐,五角场/大学路,https://www.dianping.com/shop/H9TcZf3bRsLSoRi1,https://img.meituan.net/content/82cb4fd451170539348d4f24c05405d3154965.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
l3Zq0u6umtB0zFlR,奈森良系炸鸡(上海世博天地店),-,￥16,炸鸡炸串,世博源,https://www.dianping.com/shop/l3Zq0u6umtB0zFlR,https://img.meituan.net/content/7fd21c71822a8a0e12a1cd6fcd217140161819.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,0.0
H14PMyEvG77XiiAd,小李布车·韩式大排档(宝山新业坊店),1314条评价,￥90,韩国料理,高境,https://www.dianping.com/shop/H14PMyEvG77XiiAd,https://p0.meituan.net/biztone/599f9d7deea21a1c13d6ec291d8d061b225100.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5
k9oyI6cyuVIPCZ2g,肯德基(佘山店),433条评价,￥32,西式快餐,佘山,https://www.dianping.com/shop/k9oyI6cyuVIPCZ2g,https://img.meituan.net/content/8f02992369bb7f936573885dbc553976108312.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
kafMsw291ZZQpabD,十藏晚酌烧鸟·Tako Friends炸鸡,541条评价,￥117,日本料理,康桥/周浦,https://www.dianping.com/shop/kafMsw291ZZQpabD,http://p0.meituan.net/merchant/aa12f4acf7b8e049893a54053f270782388067.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5
H8r7APQpcMfjFklH,XXXL涎汇·轻奢炸鸡(安亭店),1条评价,￥0,炸鸡炸串,安亭镇,https://www.dianping.com/shop/H8r7APQpcMfjFklH,http://p1.meituan.net/searchscenerec/268fcf0cf9da6ee9de81082cd414d859167595.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,0.0
lads00EqYkRFzyDq,Magnet磁食(长风大悦城店),4661条评价,￥114,西餐,长风公园/华师大,https://www.dianping.com/shop/lads00EqYkRFzyDq,http://p0.meituan.net/merchant/d70d83884c22e027ae88d18daf6285cd617827.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5
H97FR88Q8yMyNTns,哥哥の深夜食堂(绿地东海岸店),2727条评价,￥108,日本料理,川沙,https://www.dianping.com/shop/H97FR88Q8yMyNTns,http://p0.meituan.net/merchant/a2d707a6fcb74cd84a48c7833d0aa8df131633.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,5.0
l24V4oNJS02I9Fex,麦当劳(崇明东滩商务广场店),212条评价,￥28,西式快餐,陈家镇,https://www.dianping.com/shop/l24V4oNJS02I9Fex,https://img.meituan.net/content/8fa1cccdef4e70903378a4a58175e798158756.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
H4UWvURZVctaaJbB,TACO STAR塔可星(文汇路店),1424条评价,￥27,西式快餐,松江大学城,https://www.dianping.com/shop/H4UWvURZVctaaJbB,https://p0.meituan.net/biztone/1b96f0d3c8784dcbbfe34f3fd81a12ca677261.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
H12XiCtdfEh6fzUT,哥哥の深夜食堂(南翔印象城MEGA店),3485条评价,￥110,日本料理,南翔,https://www.dianping.com/shop/H12XiCtdfEh6fzUT,https://p0.meituan.net/biztone/f6260604add256ce2f0c062e8563cc1b84965.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,5.0
H5GaEcvtF25Zi9Bx,大森の深夜食堂(西云楼店),701条评价,￥105,日本料理,嘉定新城,https://www.dianping.com/shop/H5GaEcvtF25Zi9Bx,https://img.meituan.net/content/451ee84723134e2b8454d30ebc2ed7a4132480.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,5.0
H5IzwtMAy9ma3N33,Shake Shack(豫园店),502条评价,￥56,西式快餐,城隍庙/豫园,https://www.dianping.com/shop/H5IzwtMAy9ma3N33,https://img.meituan.net/content/dd73b25f59e728288fc3e332036f3147184482.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
GaewMjNsn6RUrRzv,有喜屋·日料·居酒屋(鑫耀·光环Live店),2555条评价,￥104,日本料理,漕河泾/田林,https://www.dianping.com/shop/GaewMjNsn6RUrRzv,https://img.meituan.net/content/55fcfac916fdc6cc386831ec7d9a5c2b280636.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,5.0
k73ZuO4uBIhk0Mza,比格比萨自助(上海松江万达店),2859条评价,￥76,披萨自助,松江万达广场,https://www.dianping.com/shop/k73ZuO4uBIhk0Mza,https://img.meituan.net/content/d6421a1c94c6ffe0ed57d3fe09054b6d671747.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5
k2hniilqvbNxTaQA,阿海爷叔老上海炸货铺,13条评价,￥28,炸鸡炸串,曹杨地区,https://www.dianping.com/shop/k2hniilqvbNxTaQA,https://img.meituan.net/searchscenerec/ceb8f504a3240939a503312b6d133bc5604751.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5
k80SJ7EPUa6sE7rV,Baps Burger & Bistro(徐汇滨江店),1820条评价,￥135,西式快餐,龙华/西岸,https://www.dianping.com/shop/k80SJ7EPUa6sE7rV,https://p0.meituan.net/biztone/fa1276652289cd9cd4ecb5adf60efc9a552193.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
l3jzFBw6ePx8kLX8,大吉烧鸟专门店YAKITORI(番禺路店),2720条评价,￥96,日本料理,上海影城/新华路,https://www.dianping.com/shop/l3jzFBw6ePx8kLX8,https://p0.meituan.net/biztone/467a6b2ea8454581a1b9049b140d65a3361794.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5
G9EId4eMm5BANY8w,PAOPAO Bakery&Brunch(上海荟聚店),1051条评价,￥70,创意菜,北新泾/淞虹路,https://www.dianping.com/shop/G9EId4eMm5BANY8w,https://img.meituan.net/content/ff01ddaf611d7461f9349a9e0c0879c8241150.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
ka4TDJowXbiGsz0h,88GOGI烤肉小酒馆(乌鲁木齐中路店),1722条评价,￥110,韩国料理,复兴西路/丁香花园,https://www.dianping.com/shop/ka4TDJowXbiGsz0h,https://p0.meituan.net/biztone/f9b311f70fbc22a9046a366335feb13d336660.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5
l5wv3GBdgUvvPaV8,TSOO听说过·韩料요리(太阳宫店),5684条评价,￥80,韩国料理,临平路/和平公园,https://www.dianping.com/shop/l5wv3GBdgUvvPaV8,https://img.meituan.net/content/52d9af15aedbf893a7d4514f8d7004a7556145.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5
k9G18FPDtbQfU1IF,8PINTS八品脱·精酿食堂·直火碳烤(莘庄店),1040条评价,￥98,日本料理,莘庄,https://www.dianping.com/shop/k9G18FPDtbQfU1IF,https://p0.meituan.net/biztone/2e3b08e3eb4eb49af24b3f39c47c1b69319279.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5
k3vDMUBbrLwUltLX,满巍明生炸鸡架(松江鹿都国际店),120条评价,￥25,小吃快餐,鹿都国际商业广场,https://www.dianping.com/shop/k3vDMUBbrLwUltLX,https://p0.meituan.net/biztone/aee05ee70cc42a3a96257ce7e7fe3447942676.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
l7Ad1OcgZVqtwJs7,哥哥の深夜食堂(北外滩来福士店),4302条评价,￥109,日本料理,北外滩/外白渡桥,https://www.dianping.com/shop/l7Ad1OcgZVqtwJs7,http://p1.meituan.net/merchant/8cc700fcc0896e9363155610c10954eb82720.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,5.0
G95umHoQO3KkF4DV,哥哥の深夜食堂(复悦荟店),1050条评价,￥101,日本料理,真如,https://www.dianping.com/shop/G95umHoQO3KkF4DV,http://p1.meituan.net/merchant/c5e1507e5e1b740424bb319cd2e2d531190280.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,5.0
FAIlPkCa1AvcEgoQ,正三熙by韩国街小木屋烤肉(虹泉路1号店),13278条评价,￥118,韩国料理,虹桥镇,https://www.dianping.com/shop/FAIlPkCa1AvcEgoQ,http://p0.meituan.net/biztone/165831628_1721383064414.jpeg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5
i2TyBGB9hG71sokS,李先生的首尔小馆(松江启源广场店),3337条评价,￥52,韩式小吃,松江大学城,https://www.dianping.com/shop/i2TyBGB9hG71sokS,https://p0.meituan.net/biztone/3372548875e127ebd5a68a8b2c0b531a180993.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
Es3jKfQvWWDvVZBY,哥哥の深夜食堂(创邑MIX店),1832条评价,￥104,日本料理,上海南站,https://www.dianping.com/shop/Es3jKfQvWWDvVZBY,http://p1.meituan.net/merchant/c5e1507e5e1b740424bb319cd2e2d531190280.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,5.0
G1E9euHrU5cLYV13,哥哥の深夜食堂(静安大悦城店),3349条评价,￥104,日本料理,苏河湾,https://www.dianping.com/shop/G1E9euHrU5cLYV13,http://p0.meituan.net/merchant/a2d707a6fcb74cd84a48c7833d0aa8df131633.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,5.0
k1Xhf4J1hYD7rPyZ,哥哥の深夜食堂(1088广场店),1642条评价,￥105,日本料理,陆家嘴,https://www.dianping.com/shop/k1Xhf4J1hYD7rPyZ,http://p1.meituan.net/merchant/8cc700fcc0896e9363155610c10954eb82720.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,5.0
k5x9cwtE8H4GdvXc,大森の深夜食堂(曼度泛乐城店),1441条评价,￥100,日本料理,安亭镇,https://www.dianping.com/shop/k5x9cwtE8H4GdvXc,https://img.meituan.net/content/451ee84723134e2b8454d30ebc2ed7a4132480.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,5.0
l7QTeeeUx8q0OPHo,豪大大鸡排,-,￥16,炸鸡炸串,中山公园/江苏路,https://www.dianping.com/shop/l7QTeeeUx8q0OPHo,http://p1.meituan.net/searchscenerec/268fcf0cf9da6ee9de81082cd414d859167595.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,0.0
G4QgBDvsaA0O00mR,满巍明生炸鸡架,2条评价,￥29,小吃快餐,金杨地区,https://www.dianping.com/shop/G4QgBDvsaA0O00mR,http://p1.meituan.net/poipicadd/37c82a7742ffbb2daa9bcc6eb0884dbd1441072.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.0
l9SqrdsjY2znhDwW,宫拉拉蒜香炸鸡(松江印象城店),202条评价,￥29,炸鸡炸串,松江大学城,https://www.dianping.com/shop/l9SqrdsjY2znhDwW,https://img.meituan.net/content/ec6674fe4974f860d9e56c386efa44e5267075.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5
jkVo9CxJq0M5fi4c,叔叔家深夜食堂(吴泾满天星广场店),1048条评价,￥88,日本料理,老闵行/交大师大,https://www.dianping.com/shop/jkVo9CxJq0M5fi4c,http://p0.meituan.net/merchant/0529f36928500c7e64468f34d38faaec136585.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5
G58kPUEc0Qx07P8y,CHARLIE'S粉红汉堡(蟠龙天地店),1256条评价,￥56,西式快餐,国家会展中心,https://www.dianping.com/shop/G58kPUEc0Qx07P8y,https://img.meituan.net/content/26d69c3520ff443a536284dd115821e8188974.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
G7J7lbY4UU9vIGtG,哥哥の深夜食堂(万辉国际广场店),913条评价,￥100,日本料理,莲花路/南方商城,https://www.dianping.com/shop/G7J7lbY4UU9vIGtG,http://p1.meituan.net/merchant/c5e1507e5e1b740424bb319cd2e2d531190280.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,5.0
l213tcGeYKjalqey,8PINTS八品脱(天空之城店),211条评价,￥81,西餐,徐泾,https://www.dianping.com/shop/l213tcGeYKjalqey,https://p0.meituan.net/biztone/ff89805324f91b3bf69b374c879c07cf106998.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5
l2BRbRyI0qqrjLRo,哥哥の深夜食堂(长阳创谷店),1116条评价,￥107,日本料理,平凉路/东外滩,https://www.dianping.com/shop/l2BRbRyI0qqrjLRo,http://p1.meituan.net/merchant/c5e1507e5e1b740424bb319cd2e2d531190280.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,5.0
l3ImzpKz5VxtWwpY,夸父炸串(茸梅路店),-,￥25,炸鸡炸串,松江大学城,https://www.dianping.com/shop/l3ImzpKz5VxtWwpY,https://p0.meituan.net/biztone/6ee6bf1cc2348faa6ba61638d8a44a7a223471.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,0.0
l1msEtZ0lXzvjTmB,鸡柳大人(上海龙之梦店),-,￥19,炸鸡炸串,中山公园/江苏路,https://www.dianping.com/shop/l1msEtZ0lXzvjTmB,http://p0.meituan.net/poipicadd/72e27098e2df969c0362346f96b4aece454472.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,0.0
l1LVq6RCxjgjLQly,哥哥の深夜食堂(IM长宁国际店),444条评价,￥96,日本料理,虹桥路,https://www.dianping.com/shop/l1LVq6RCxjgjLQly,https://p0.meituan.net/biztone/f6260604add256ce2f0c062e8563cc1b84965.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,5.0
H2hZAJtjgZAMPli8,哥哥の深夜食堂(五角场万达店),2529条评价,￥112,日本料理,五角场/大学路,https://www.dianping.com/shop/H2hZAJtjgZAMPli8,http://p0.meituan.net/merchant/87cbfdac779d1a5151d3dac188da229b57273.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,5.0
EshFuQO7wgDHIcgk,哥哥の深夜食堂(长风大悦城店),2313条评价,￥108,日本料理,长风公园/华师大,https://www.dianping.com/shop/EshFuQO7wgDHIcgk,http://p0.meituan.net/merchant/87cbfdac779d1a5151d3dac188da229b57273.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5
k6XXug7VyGV0yzCb,Popeyes炸鸡·汉堡·奶昔(九亭金地店),439条评价,￥48,西式快餐,九亭,https://www.dianping.com/shop/k6XXug7VyGV0yzCb,https://img.meituan.net/content/e25f445d71647fe4651fbd5f59f59be6202933.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
H8v02loGtUfK0Eu7,酒鬼欧尼的食堂,266条评价,￥81,韩国料理,美兰湖,https://www.dianping.com/shop/H8v02loGtUfK0Eu7,https://p0.meituan.net/poiugc/c396634fa863c8adff61abeed5340d72355101.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
l5aCnx7l39K1Ky54,Rural Tequila墨西哥餐厅(东川路店),1452条评价,￥78,西餐,交大闵行校区,https://www.dianping.com/shop/l5aCnx7l39K1Ky54,http://p1.meituan.net/merchant/689dd7f276e7136215ae0d6c1d70afbf199521.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
G18doSx6dWXTdqt1,哥哥の深夜食堂(喜悦荟店),664条评价,￥94,日本料理,上海南站,https://www.dianping.com/shop/G18doSx6dWXTdqt1,http://p1.meituan.net/merchant/c5e1507e5e1b740424bb319cd2e2d531190280.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,5.0
k4kLzHRSS8M6l9P0,有喜屋·日料·居酒屋(南桥百联店),1506条评价,￥93,日本料理,南桥百联购物中心,https://www.dianping.com/shop/k4kLzHRSS8M6l9P0,https://p0.meituan.net/biztone/2962df27f36c6c001db5f7bd5dae89a6570969.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5
k6xo1LPdBZFNsubE,哥哥の深夜食堂(虹桥南丰城店),423条评价,￥97,日本料理,天山,https://www.dianping.com/shop/k6xo1LPdBZFNsubE,https://p0.meituan.net/biztone/f6260604add256ce2f0c062e8563cc1b84965.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,5.0
H24uR113BmOojG4Z,bluefrog蓝蛙(仲盛世界商城店),5137条评价,￥138,西餐,莘庄,https://www.dianping.com/shop/H24uR113BmOojG4Z,https://img.meituan.net/content/c14847b31f011d9d94d66c46238b3a0b365605.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
k3AndLyV94N9cd8w,bluefrog蓝蛙(上海南翔印象城店),2783条评价,￥132,西餐,南翔,https://www.dianping.com/shop/k3AndLyV94N9cd8w,https://img.meituan.net/content/c14847b31f011d9d94d66c46238b3a0b365605.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5
G4OzX31S0FXF5Qp7,哥哥の深夜食堂(百脑汇店),2269条评价,￥112,日本料理,徐家汇,https://www.dianping.com/shop/G4OzX31S0FXF5Qp7,http://p1.meituan.net/merchant/8cc700fcc0896e9363155610c10954eb82720.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,5.0
G7eTWn38wabvpAmu,多财·북막골(前滩太古里店),821条评价,￥46,韩国料理,前滩,https://www.dianping.com/shop/G7eTWn38wabvpAmu,https://img.meituan.net/content/2d675448c33233432c574e1c13775fb9120928.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
